Empresa,Ticket,Data_com,Data_pagamento,Provendos,Tipo_provendo
BANCO BRADESCO,BBDC4,2018-01-02,2018-02-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-02-01,2018-03-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2017-12-25,2018-03-08,"R$ 0,8299",JCP
BANCO BRADESCO,BBDC4,2018-03-01,2018-04-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-04-02,2018-05-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-05-02,2018-06-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-06-01,2018-07-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-06-29,2018-07-16,"R$ 0,1897",JCP
BANCO BRADESCO,BBDC4,2018-07-02,2018-08-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-08-01,2018-09-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-09-03,2018-10-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-10-01,2018-11-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-11-01,2018-12-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-12-03,2019-01-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-01-02,2019-02-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-02-01,2019-03-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2018-12-21,2019-03-08,"R$ 0,7302",JCP
BANCO BRADESCO,BBDC4,2019-03-01,2019-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-03-03,2019-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-03-05,2019-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-04-01,2019-05-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-05-02,2019-06-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-06-03,2019-07-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-06-28,2019-07-15,"R$ 0,1898",JCP
BANCO BRADESCO,BBDC4,2019-07-01,2019-08-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-08-01,2019-09-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-09-02,2019-10-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-10-17,2019-10-23,"R$ 1,0435",Dividendo
BANCO BRADESCO,BBDC4,2019-10-01,2019-11-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-11-01,2019-12-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2019-12-19,2019-12-30,"R$ 0,5537",JCP
BANCO BRADESCO,BBDC4,2019-12-02,2020-01-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-01-02,2020-02-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-02-17,2020-02-28,"R$ 0,064",Dividendo
BANCO BRADESCO,BBDC4,2020-02-03,2020-03-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-03-02,2020-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-04-01,2020-05-04,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-05-04,2020-06-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-06-01,2020-07-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-07-01,2020-08-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-08-03,2020-09-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-09-01,2020-10-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-10-01,2020-11-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2020-11-03,2020-12-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2021-01-04,2021-02-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2021-02-01,2021-03-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2021-02-17,2021-03-08,"R$ 0,0218",JCP
BANCO BRADESCO,BBDC4,2021-03-01,2021-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2021-04-01,2021-05-03,"R$ 0,019",JCP
BANCO BRASIL,BBAS3,2009-12-21,2010-03-10,"R$ 0,1862",JCP
BANCO BRASIL,BBAS3,2010-02-25,2010-03-10,"R$ 0,4668",Dividendo
BANCO BRASIL,BBAS3,2010-03-24,2010-05-31,"R$ 0,2017",JCP
BANCO BRASIL,BBAS3,2010-05-21,2010-05-31,"R$ 0,1729",Dividendo
BANCO BRASIL,BBAS3,2010-05-24,2010-08-26,"R$ 0,2045",JCP
BANCO BRASIL,BBAS3,2010-08-18,2010-08-26,"R$ 0,2",Dividendo
BANCO BRASIL,BBAS3,2010-08-18,2010-08-26,"R$ 0,2072",JCP
BANCO BRASIL,BBAS3,2010-09-22,2010-11-30,"R$ 0,2356",JCP
BANCO BRASIL,BBAS3,2010-11-22,2010-11-30,"R$ 0,1314",Dividendo
BANCO BRASIL,BBAS3,2010-11-22,2010-11-30,"R$ 0,2356",JCP
BANCO BRASIL,BBAS3,2010-12-22,2010-12-30,"R$ 0,2397",JCP
BANCO BRASIL,BBAS3,2011-02-21,2011-02-28,"R$ 0,3207",Dividendo
BANCO BRASIL,BBAS3,2011-03-22,2011-05-27,"R$ 0,2531",JCP
BANCO BRASIL,BBAS3,2011-05-19,2011-05-27,"R$ 0,157",Dividendo
BANCO BRASIL,BBAS3,2011-06-21,2011-08-26,"R$ 0,2575",JCP
BANCO BRASIL,BBAS3,2011-08-18,2011-08-26,"R$ 0,2108",Dividendo
BANCO BRASIL,BBAS3,2011-09-21,2011-11-25,"R$ 0,2782",JCP
BANCO BRASIL,BBAS3,2011-11-17,2011-11-25,"R$ 0,1259",Dividendo
BANCO BRASIL,BBAS3,2011-12-21,2012-02-07,"R$ 0,2774",JCP
BANCO BRASIL,BBAS3,2012-02-21,2012-02-29,"R$ 0,1545",Dividendo
BANCO BRASIL,BBAS3,2012-03-22,2012-05-22,"R$ 0,2933",JCP
BANCO BRASIL,BBAS3,2012-05-10,2012-05-22,"R$ 0,0633",Dividendo
BANCO BRASIL,BBAS3,2012-06-21,2012-08-31,"R$ 0,2968",JCP
BANCO BRASIL,BBAS3,2012-08-21,2012-08-31,"R$ 0,1236",Dividendo
BANCO BRASIL,BBAS3,2012-09-11,2012-09-20,"R$ 0,2858",JCP
BANCO BRASIL,BBAS3,2012-11-16,2012-11-26,"R$ 0,1069",Dividendo
BANCO BRASIL,BBAS3,2012-12-12,2012-12-28,"R$ 0,2972",JCP
BANCO BRASIL,BBAS3,2013-03-01,2013-03-08,"R$ 0,2581",Dividendo
BANCO BRASIL,BBAS3,2013-03-11,2013-03-28,"R$ 0,2649",JCP
BANCO BRASIL,BBAS3,2013-05-21,2013-05-31,"R$ 0,0982",Dividendo
BANCO BRASIL,BBAS3,2013-06-11,2013-06-28,"R$ 0,282",JCP
BANCO BRASIL,BBAS3,2013-08-22,2013-08-30,"R$ 0,7691",Dividendo
BANCO BRASIL,BBAS3,2013-09-11,2013-09-30,"R$ 0,3133",JCP
BANCO BRASIL,BBAS3,2013-11-21,2013-11-29,"R$ 0,0666",Dividendo
BANCO BRASIL,BBAS3,2013-12-11,2013-12-30,"R$ 0,3093",JCP
BANCO BRASIL,BBAS3,2014-02-13,2014-02-24,"R$ 0,1302",Dividendo
BANCO BRASIL,BBAS3,2014-03-11,2014-03-31,"R$ 0,3146",JCP
BANCO BRASIL,BBAS3,2014-05-19,2014-05-30,"R$ 0,0812",Dividendo
BANCO BRASIL,BBAS3,2014-06-12,2014-06-30,"R$ 0,321",JCP
BANCO BRASIL,BBAS3,2014-08-19,2014-08-29,"R$ 0,0774",Dividendo
BANCO BRASIL,BBAS3,2014-09-11,2014-09-30,"R$ 0,3365",JCP
BANCO BRASIL,BBAS3,2014-11-14,2014-11-28,"R$ 0,0557",Dividendo
BANCO BRASIL,BBAS3,2015-02-19,2015-02-27,"R$ 0,091",Dividendo
BANCO BRASIL,BBAS3,2015-05-21,2015-05-29,"R$ 0,4511",Dividendo
BANCO BRASIL,BBAS3,2015-06-11,2015-06-30,"R$ 0,2899",JCP
BANCO BRASIL,BBAS3,2015-08-21,2015-09-01,"R$ 0,0142",Dividendo
BANCO BRASIL,BBAS3,2015-08-21,2015-09-01,"R$ 0,1263",JCP
BANCO BRASIL,BBAS3,2015-09-11,2015-09-30,"R$ 0,2661",JCP
BANCO BRASIL,BBAS3,2015-11-23,2015-12-02,"R$ 0,1708",JCP
BANCO BRASIL,BBAS3,2015-12-11,2015-12-30,"R$ 0,2745",JCP
BANCO BRASIL,BBAS3,2016-03-11,2016-03-31,"R$ 0,0983",JCP
BANCO BRASIL,BBAS3,2016-05-23,2016-05-31,"R$ 0,1337",JCP
BANCO BRASIL,BBAS3,2016-06-13,2016-06-30,"R$ 0,1378",Dividendo
BANCO BRASIL,BBAS3,2016-08-22,2016-08-31,"R$ 0,1368",JCP
BANCO BRASIL,BBAS3,2016-09-12,2016-09-30,"R$ 0,1267",Dividendo
BANCO BRASIL,BBAS3,2016-11-21,2016-11-29,"R$ 0,1099",JCP
BANCO BRASIL,BBAS3,2017-03-01,2017-03-10,"R$ 0,0253",JCP
BANCO BRASIL,BBAS3,2017-03-13,2017-03-31,"R$ 0,0721",JCP
BANCO BRASIL,BBAS3,2017-05-22,2017-05-31,"R$ 0,1829",JCP
BANCO BRASIL,BBAS3,2017-06-12,2017-06-30,"R$ 0,0786",JCP
BANCO BRASIL,BBAS3,2017-08-21,2017-08-31,"R$ 0,2011",JCP
BANCO BRASIL,BBAS3,2017-09-11,2017-09-29,"R$ 0,0763",JCP
BANCO BRASIL,BBAS3,2017-11-21,2017-11-30,"R$ 0,2232",JCP
BANCO BRASIL,BBAS3,2017-12-11,2017-12-28,"R$ 0,0826",JCP
BANCO BRASIL,BBAS3,2018-03-01,2018-03-12,"R$ 0,2449",JCP
BANCO BRASIL,BBAS3,2018-03-12,2018-03-29,"R$ 0,0817",JCP
BANCO BRASIL,BBAS3,2018-05-21,2018-05-30,"R$ 0,214",JCP
BANCO BRASIL,BBAS3,2018-06-11,2018-06-29,"R$ 0,0772",JCP
BANCO BRASIL,BBAS3,2018-08-21,2018-08-31,"R$ 0,2686",JCP
BANCO BRASIL,BBAS3,2018-09-11,2018-09-28,"R$ 0,0855",JCP
BANCO BRASIL,BBAS3,2018-11-21,2018-11-30,"R$ 0,4169",JCP
BANCO BRASIL,BBAS3,2018-12-11,2018-12-28,"R$ 0,1257",JCP
BANCO BRASIL,BBAS3,2019-02-21,2019-03-07,"R$ 0,5854",JCP
BANCO BRASIL,BBAS3,2019-02-21,2019-03-07,"R$ 0,0065",Rend. Tributado
BANCO BRASIL,BBAS3,2019-03-11,2019-03-29,"R$ 0,1561",JCP
BANCO BRASIL,BBAS3,2019-05-21,2019-05-31,"R$ 0,4148",JCP
BANCO BRASIL,BBAS3,2019-06-11,2019-06-28,"R$ 0,1711",JCP
BANCO BRASIL,BBAS3,2019-08-21,2019-08-30,"R$ 0,4462",JCP
BANCO BRASIL,BBAS3,2019-09-11,2019-09-30,"R$ 0,233",JCP
BANCO BRASIL,BBAS3,2019-11-21,2019-11-29,"R$ 0,365",JCP
BANCO BRASIL,BBAS3,2019-12-11,2019-12-30,"R$ 0,1762",JCP
BANCO BRASIL,BBAS3,2020-02-21,2020-03-05,"R$ 0,4389",JCP
BANCO BRASIL,BBAS3,2020-03-11,2020-03-31,"R$ 0,1814",JCP
BANCO BRASIL,BBAS3,2020-08-21,2020-08-31,"R$ 0,4406",JCP
BANCO BRASIL,BBAS3,2020-08-21,2020-08-31,"R$ 0,0016",Rend. Tributado
BANCO BRASIL,BBAS3,2020-09-11,2020-09-30,"R$ 0,1029",JCP
BANCO BRASIL,BBAS3,2020-11-16,2020-11-27,"R$ 0,1948",JCP
BANCO BRASIL,BBAS3,2020-12-11,2020-12-30,"R$ 0,117",JCP
BANCO BRASIL,BBAS3,2021-02-22,2021-03-03,"R$ 0,4345",JCP
BANCO BRASIL,BBAS3,2021-02-22,2021-03-03,"R$ 0,0013",Rend. Tributado
BANCO BRASIL,BBAS3,2021-03-11,2021-03-31,"R$ 0,1457",JCP
BANCO BTG PACTUAL,BPAC11,2018-08-13,2018-08-22,"R$ 0,6735",JCP
BANCO BTG PACTUAL,BPAC11,2019-01-07,2019-02-28,"R$ 0,6927",JCP
BANCO BTG PACTUAL,BPAC11,2019-08-08,2019-08-15,"R$ 0,715",JCP
BANCO BTG PACTUAL,BPAC11,2020-01-06,2020-02-17,"R$ 0,6204",JCP
BANCO BTG PACTUAL,BPAC11,2021-01-06,2021-02-05,"R$ 0,6226",JCP
BANCO ITAU UNIBANCO,ITUB4,2009-12-30,2010-03-01,"R$ 0,1184",JCP
BANCO ITAU UNIBANCO,ITUB4,2010-02-19,2010-03-01,"R$ 0,2563",JCP
BANCO ITAU UNIBANCO,ITUB4,2010-08-10,2010-08-20,"R$ 0,1643",JCP
BANCO ITAU UNIBANCO,ITUB4,2011-03-08,2011-03-14,"R$ 0,2545",JCP
BANCO ITAU UNIBANCO,ITUB4,2010-12-31,2011-03-17,"R$ 0,1433",JCP
BANCO ITAU UNIBANCO,ITUB4,2011-08-09,2011-08-22,"R$ 0,1804",JCP
BANCO ITAU UNIBANCO,ITUB4,2011-12-26,2012-03-13,"R$ 0,192",JCP
BANCO ITAU UNIBANCO,ITUB4,2012-02-29,2012-03-13,"R$ 0,2776",JCP
BANCO ITAU UNIBANCO,ITUB4,2012-08-01,2012-08-15,"R$ 0,1849",JCP
BANCO ITAU UNIBANCO,ITUB4,2012-12-25,2013-03-14,"R$ 0,208",JCP
BANCO ITAU UNIBANCO,ITUB4,2013-03-05,2013-03-14,"R$ 0,2549",JCP
BANCO ITAU UNIBANCO,ITUB4,2013-08-06,2013-08-21,"R$ 0,1849",JCP
BANCO ITAU UNIBANCO,ITUB4,2013-12-20,2014-02-28,"R$ 0,1357",JCP
BANCO ITAU UNIBANCO,ITUB4,2014-02-18,2014-02-28,"R$ 0,3491",JCP
BANCO ITAU UNIBANCO,ITUB4,2007-08-13,2014-08-25,"R$ 0,217",JCP
BANCO ITAU UNIBANCO,ITUB4,2015-02-10,2015-02-26,"R$ 0,2042",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2015-02-10,2015-02-26,"R$ 0,3049",JCP
BANCO ITAU UNIBANCO,ITUB4,2015-08-12,2015-08-25,"R$ 0,2307",JCP
BANCO ITAU UNIBANCO,ITUB4,2015-12-09,2016-02-29,"R$ 0,1393",JCP
BANCO ITAU UNIBANCO,ITUB4,2016-02-18,2016-02-29,"R$ 0,132",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-02-18,2016-02-29,"R$ 0,3043",JCP
BANCO ITAU UNIBANCO,ITUB4,2016-01-29,2016-03-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-02-29,2016-04-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-03-31,2016-05-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-04-29,2016-06-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-05-31,2016-07-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-06-30,2016-08-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-07-29,2016-09-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-08-31,2016-10-03,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-09-30,2016-11-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-10-31,2016-12-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-11-30,2017-01-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2016-12-29,2017-02-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-01-31,2017-03-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-02-28,2017-04-03,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-03-31,2017-05-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-04-28,2017-06-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-05-31,2017-07-03,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-06-29,2017-08-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-07-31,2017-09-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-08-31,2017-10-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-09-29,2017-11-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-10-31,2017-12-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-11-30,2018-01-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-12-28,2018-02-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-01-31,2018-03-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2017-12-14,2018-03-07,"R$ 0,0963",JCP
BANCO ITAU UNIBANCO,ITUB4,2018-02-15,2018-03-07,"R$ 0,0869",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-02-15,2018-03-07,"R$ 0,7659",JCP
BANCO ITAU UNIBANCO,ITUB4,2018-02-28,2018-04-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-03-29,2018-05-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-05-01,2018-06-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-05-30,2018-07-02,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-06-29,2018-08-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-08-17,2018-08-30,"R$ 0,416",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-08-17,2018-08-30,"R$ 0,0835",JCP
BANCO ITAU UNIBANCO,ITUB4,2018-07-31,2018-09-03,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-08-31,2018-10-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-09-28,2018-11-01,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-10-31,2018-12-03,"R$ 0,01",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-11-30,2019-01-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-12-28,2019-02-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-01-31,2019-03-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2018-12-17,2019-03-07,"R$ 0,0106",JCP
BANCO ITAU UNIBANCO,ITUB4,2019-02-21,2019-03-07,"R$ 1,0507",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-02-21,2019-03-07,"R$ 0,7494",JCP
BANCO ITAU UNIBANCO,ITUB4,2019-02-28,2019-04-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-03-29,2019-05-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-04-30,2019-06-03,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-05-31,2019-07-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-06-28,2019-08-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-08-15,2019-08-23,"R$ 0,7869",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-07-31,2019-09-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-08-30,2019-10-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-09-30,2019-11-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-10-31,2019-12-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-11-29,2020-01-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-12-30,2020-02-03,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-01-30,2020-03-02,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2019-12-12,2020-03-06,"R$ 0,0376",JCP
BANCO ITAU UNIBANCO,ITUB4,2020-02-20,2020-03-06,"R$ 0,4832",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-02-20,2020-03-06,"R$ 0,5235",JCP
BANCO ITAU UNIBANCO,ITUB4,2020-02-28,2020-04-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-03-31,2020-05-04,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-04-30,2020-06-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-05-29,2020-07-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-06-30,2020-08-03,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-08-17,2020-08-26,"R$ 0,0529",JCP
BANCO ITAU UNIBANCO,ITUB4,2020-07-31,2020-09-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-08-31,2020-10-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-09-30,2020-11-03,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2020-10-30,2020-12-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2021-01-29,2021-03-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2021-01-22,2021-03-12,"R$ 0,0502",JCP
BANCO ITAU UNIBANCO,ITUB4,2021-02-25,2021-03-12,"R$ 0,0964",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2021-02-25,2021-03-12,"R$ 0,0506",JCP
BANCO ITAU UNIBANCO,ITUB4,2021-02-26,2021-04-01,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2021-03-31,2021-05-03,"R$ 0,015",Dividendo
BANCO ITAU UNIBANCO,ITUB4,2021-03-25,2021-12-31,"R$ 0,0506",JCP
BANCO SANTANDER,SANB11,2009-12-28,2010-02-22,"R$ 0,1975",Dividendo
BANCO SANTANDER,SANB11,2009-12-28,2010-02-22,"R$ 0,0527",JCP
BANCO SANTANDER,SANB11,2010-03-22,2010-08-25,"R$ 0,1053",JCP
BANCO SANTANDER,SANB11,2010-06-30,2010-08-25,"R$ 0,1317",Dividendo
BANCO SANTANDER,SANB11,2010-06-30,2010-08-25,"R$ 0,1053",JCP
BANCO SANTANDER,SANB11,2010-09-22,2011-02-25,"R$ 0,1396",JCP
BANCO SANTANDER,SANB11,2010-12-22,2011-02-25,"R$ 0,3371",Dividendo
BANCO SANTANDER,SANB11,2010-12-22,2011-02-25,"R$ 0,1132",JCP
BANCO SANTANDER,SANB11,2011-03-24,2011-08-29,"R$ 0,158",JCP
BANCO SANTANDER,SANB11,2011-05-31,2011-08-29,"R$ 0,1975",Dividendo
BANCO SANTANDER,SANB11,2011-06-21,2011-08-29,"R$ 0,0263",Dividendo
BANCO SANTANDER,SANB11,2011-06-21,2011-08-29,"R$ 0,1449",JCP
BANCO SANTANDER,SANB11,2011-09-22,2012-02-28,"R$ 0,1055",JCP
BANCO SANTANDER,SANB11,2011-12-21,2012-02-28,"R$ 0,2045",Dividendo
BANCO SANTANDER,SANB11,2012-03-28,2012-08-29,"R$ 0,1056",JCP
BANCO SANTANDER,SANB11,2012-06-28,2012-08-29,"R$ 0,2377",Dividendo
BANCO SANTANDER,SANB11,2012-06-28,2012-08-29,"R$ 0,0449",JCP
BANCO SANTANDER,SANB11,2017-05-03,2017-05-26,"R$ 0,1331",JCP
BANCO SANTANDER,SANB11,2017-08-02,2017-08-25,"R$ 0,1334",JCP
BANCO SANTANDER,SANB11,2017-10-06,2017-10-26,"R$ 0,1335",JCP
BANCO SANTANDER,SANB11,2018-01-05,2018-02-26,"R$ 0,6684",Dividendo
BANCO SANTANDER,SANB11,2018-01-05,2018-02-26,"R$ 0,615",JCP
BANCO SANTANDER,SANB11,2018-04-05,2018-04-26,"R$ 0,1603",JCP
BANCO SANTANDER,SANB11,2018-07-04,2018-07-27,"R$ 0,1606",Dividendo
BANCO SANTANDER,SANB11,2018-10-05,2018-10-26,"R$ 0,1606",JCP
BANCO SANTANDER,SANB11,2019-01-07,2019-02-26,"R$ 0,5144",Dividendo
BANCO SANTANDER,SANB11,2019-01-07,2019-02-26,"R$ 0,7716",JCP
BANCO SANTANDER,SANB11,2019-04-05,2019-04-29,"R$ 0,2679",JCP
BANCO SANTANDER,SANB11,2019-07-05,2019-07-31,"R$ 0,268",JCP
BANCO SANTANDER,SANB11,2019-10-08,2019-10-30,"R$ 0,2681",JCP
BANCO SANTANDER,SANB11,2020-01-03,2020-02-21,"R$ 1,8207",Dividendo
BANCO SANTANDER,SANB11,2020-01-03,2020-02-21,"R$ 0,2708",JCP
BANCO SANTANDER,SANB11,2020-05-07,2020-06-26,"R$ 0,2388",JCP
BANCO SANTANDER,SANB11,2020-08-06,2020-09-25,"R$ 0,2066",JCP
BANCO SANTANDER,SANB11,2020-11-04,2020-12-23,"R$ 0,2683",JCP
BANCO SANTANDER,SANB11,2021-01-08,2021-02-01,"R$ 0,1784",JCP
BANCO SANTANDER,SANB11,2021-02-12,2021-03-03,"R$ 0,1374",Dividendo
BB SEGURIDADE,BBSE3,2013-08-19,2013-08-30,"R$ 0,4089",Dividendo
BB SEGURIDADE,BBSE3,2013-08-19,2013-08-30,"R$ 0,0059",Rend. Tributado
BB SEGURIDADE,BBSE3,2014-02-14,2014-02-26,"R$ 0,5806",Dividendo
BB SEGURIDADE,BBSE3,2014-02-14,2014-02-26,"R$ 0,0091",Rend. Tributado
BB SEGURIDADE,BBSE3,2014-08-18,2014-08-29,"R$ 0,5977",Dividendo
BB SEGURIDADE,BBSE3,2014-08-18,2014-08-29,"R$ 0,0109",Rend. Tributado
BB SEGURIDADE,BBSE3,2015-02-12,2015-02-26,"R$ 0,785",Dividendo
BB SEGURIDADE,BBSE3,2015-02-12,2015-02-26,"R$ 0,0135",Rend. Tributado
BB SEGURIDADE,BBSE3,2015-08-12,2015-08-25,"R$ 0,8657",Dividendo
BB SEGURIDADE,BBSE3,2015-08-12,2015-08-25,"R$ 0,018",Rend. Tributado
BB SEGURIDADE,BBSE3,2016-02-23,2016-03-07,"R$ 0,8186",Dividendo
BB SEGURIDADE,BBSE3,2016-02-23,2016-03-07,"R$ 0,0191",Rend. Tributado
BB SEGURIDADE,BBSE3,2016-08-11,2016-08-24,"R$ 0,8191",Dividendo
BB SEGURIDADE,BBSE3,2016-08-11,2016-08-24,"R$ 0,017",Rend. Tributado
BB SEGURIDADE,BBSE3,2017-02-16,2017-03-02,"R$ 0,8358",Dividendo
BB SEGURIDADE,BBSE3,2017-02-16,2017-03-02,"R$ 0,0173",Rend. Tributado
BB SEGURIDADE,BBSE3,2017-08-10,2017-08-22,"R$ 0,781",Dividendo
